,NU_ANO,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ESCOLA,TP_ENSINO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,SG_UF_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
0,2019,F,1,0,1,2,2,1.0,2507507.0,João Pessoa,PB,419.5,540.9,495.8,444.6,480.0
1,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,394.1,342.7,452.3,415.2,700.0
2,2019,F,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,557.8,608.6,633.6,633.3,760.0
3,2019,F,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,438.7,371.1,374.3,437.8,460.0
4,2019,M,1,3,1,2,2,1.0,2502508.0,Boqueirão,PB,441.3,516.3,486.7,432.8,720.0
5,2019,F,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,522.1,582.6,583.9,619.1,880.0
6,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,483.1,487.4,511.3,591.8,460.0
7,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,419.4,525.9,558.1,405.3,580.0
8,2019,F,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,520.5,526.8,530.2,621.1,740.0
9,2019,F,1,1,1,2,2,1.0,2513703.0,Santa Rita,PB,376.3,419.9,410.4,405.9,520.0
10,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,409.6,427.4,519.2,523.1,320.0
11,2019,F,1,1,1,2,2,1.0,2513703.0,Santa Rita,PB,460.0,412.7,509.5,530.0,620.0
12,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,549.6,502.8,525.5,433.2,580.0
13,2019,M,1,1,1,2,2,1.0,2505105.0,Cuité,PB,531.3,580.2,565.4,647.2,560.0
14,2019,F,1,1,1,2,2,1.0,2504009.0,Campina Grande,PB,535.0,563.6,564.9,492.1,660.0
15,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,463.5,452.1,449.6,489.5,640.0
16,2019,F,1,0,1,2,2,1.0,2507507.0,João Pessoa,PB,637.8,616.7,617.5,648.5,840.0
17,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,485.3,557.0,513.7,439.7,580.0
18,2019,F,1,5,1,2,2,1.0,2501401.0,Baía da Traição,PB,461.5,418.8,495.6,472.8,720.0
19,2019,M,1,1,1,2,2,1.0,2511400.0,Picuí,PB,599.1,515.0,570.7,660.5,960.0
20,2019,M,1,3,1,2,2,1.0,2500601.0,Alhandra,PB,478.4,507.7,473.2,510.6,640.0
21,2019,M,1,3,1,2,2,1.0,2516201.0,Sousa,PB,558.2,558.2,583.1,503.6,740.0
22,2019,M,0,3,1,2,2,1.0,2501104.0,Areia,PB,385.5,477.2,446.2,431.9,660.0
23,2019,F,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,449.2,464.9,496.3,430.6,700.0
24,2019,F,0,3,1,2,2,1.0,2513703.0,Santa Rita,PB,457.4,516.0,466.0,562.0,0.0
25,2019,M,1,1,1,2,2,1.0,2505105.0,Cuité,PB,523.2,577.2,567.7,649.1,600.0
26,2019,F,1,3,1,2,2,1.0,2501500.0,Bananeiras,PB,585.3,576.0,598.5,526.3,940.0
27,2019,F,1,1,1,2,2,1.0,2506400.0,Gurinhém,PB,413.0,484.3,487.4,382.2,480.0
28,2019,F,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,414.5,395.8,468.4,455.0,420.0
29,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,518.9,597.3,580.2,670.8,660.0
30,2019,M,1,2,1,2,2,1.0,2500775.0,Aparecida,PB,471.3,510.4,541.8,420.0,700.0
31,2019,M,1,1,1,2,2,1.0,2505105.0,Cuité,PB,437.5,436.6,443.3,405.8,680.0
32,2019,M,1,1,1,2,2,1.0,2510808.0,Patos,PB,566.5,619.7,572.3,694.6,860.0
33,2019,M,1,3,1,2,2,1.0,2505279.0,Curral de Cima,PB,429.7,504.0,529.5,553.5,620.0
34,2019,F,1,4,1,2,2,1.0,2513703.0,Santa Rita,PB,367.6,423.4,436.9,380.9,400.0
35,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,545.3,513.4,487.3,493.5,480.0
36,2019,F,1,3,1,2,2,1.0,2501005.0,Araruna,PB,418.1,376.1,505.6,389.9,500.0
37,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,390.7,476.7,488.8,463.6,580.0
38,2019,M,1,1,1,2,2,1.0,2505105.0,Cuité,PB,482.7,583.6,588.3,678.5,560.0
39,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,398.0,416.0,463.2,407.8,0.0
40,2019,F,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,484.5,536.8,499.2,412.0,640.0
41,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,482.5,524.5,515.4,404.5,900.0
42,2019,F,2,0,1,2,2,1.0,2516201.0,Sousa,PB,508.4,531.7,472.6,517.7,520.0
43,2019,M,1,2,1,2,2,1.0,2515302.0,Sapé,PB,414.5,441.1,506.6,468.7,680.0
44,2019,F,1,3,1,2,2,1.0,2500809.0,Araçagi,PB,373.8,411.8,386.6,448.2,700.0
45,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,389.6,438.2,537.1,494.8,520.0
46,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,519.0,511.6,486.7,520.7,540.0
47,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,445.1,383.4,466.2,411.1,480.0
48,2019,F,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,454.9,478.5,504.2,522.8,540.0
49,2019,F,1,1,1,2,2,1.0,2505105.0,Cuité,PB,416.8,500.1,498.8,468.2,540.0
50,2019,F,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,566.0,596.8,610.6,521.9,660.0
51,2019,M,1,2,1,2,2,1.0,2512309.0,Princesa Isabel,PB,559.4,535.6,572.3,651.5,800.0
52,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,436.9,414.0,480.2,446.8,420.0
53,2019,F,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,501.3,530.5,542.4,507.2,680.0
54,2019,F,1,1,1,2,2,1.0,2505105.0,Cuité,PB,445.9,560.1,520.8,524.1,700.0
55,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,489.6,522.8,501.9,505.6,620.0
56,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,443.5,572.7,575.7,562.6,840.0
57,2019,F,1,2,1,2,2,1.0,2505105.0,Cuité,PB,567.7,513.4,486.2,518.4,620.0
58,2019,M,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,481.7,519.3,535.6,569.7,520.0
59,2019,F,1,3,1,2,2,1.0,2516300.0,Sumé,PB,469.3,582.1,517.2,460.0,800.0
60,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,534.2,562.8,559.2,653.4,680.0
61,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,383.2,542.3,486.4,500.7,600.0
62,2019,F,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,442.9,438.3,409.9,413.9,620.0
63,2019,F,1,1,1,2,2,1.0,2513703.0,Santa Rita,PB,466.7,486.6,539.2,454.6,540.0
64,2019,F,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,373.2,375.8,426.2,487.9,400.0
65,2019,M,1,1,1,2,2,1.0,2505105.0,Cuité,PB,555.1,637.0,594.5,696.7,620.0
66,2019,F,0,3,1,2,2,1.0,2505105.0,Cuité,PB,518.0,528.4,577.1,572.2,740.0
67,2019,M,0,4,1,2,2,1.0,2505105.0,Cuité,PB,446.8,433.1,473.6,544.0,320.0
68,2019,F,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,505.5,406.9,485.8,474.1,540.0
69,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,570.9,634.2,604.1,743.2,680.0
70,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,627.7,571.4,581.3,609.5,660.0
71,2019,F,1,3,1,2,2,1.0,2500304.0,Alagoa Grande,PB,468.3,518.9,543.7,566.7,560.0
72,2019,F,1,1,1,2,2,1.0,2512101.0,Pombal,PB,611.3,628.8,604.8,732.7,760.0
73,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,500.7,552.6,557.5,619.7,780.0
74,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,580.5,628.0,604.1,751.4,900.0
75,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,359.6,424.7,455.9,427.1,0.0
76,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,420.9,417.5,496.3,449.9,580.0
77,2019,M,1,1,1,2,2,1.0,2506905.0,Itabaiana,PB,598.2,602.7,570.3,565.1,800.0
78,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,477.3,569.3,551.4,655.9,600.0
79,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,366.9,518.2,527.3,432.2,480.0
80,2019,M,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,455.6,387.8,495.8,466.2,480.0
81,2019,F,1,3,1,2,2,1.0,2501104.0,Areia,PB,483.0,596.9,568.1,531.3,720.0
82,2019,F,1,1,1,2,2,1.0,2505105.0,Cuité,PB,510.3,486.5,515.0,450.8,380.0
83,2019,F,1,2,1,2,2,1.0,2506806.0,Ingá,PB,542.2,509.3,394.6,606.4,820.0
84,2019,M,1,1,1,2,2,1.0,2505105.0,Cuité,PB,428.1,516.2,531.8,527.4,640.0
85,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,553.3,571.6,569.3,654.7,700.0
86,2019,F,1,3,1,2,2,1.0,2508000.0,Juru,PB,436.3,432.7,503.3,430.4,600.0
87,2019,M,1,2,1,2,2,1.0,2504306.0,Catolé do Rocha,PB,414.6,441.4,448.8,419.3,420.0
88,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,417.2,507.9,539.3,535.8,660.0
89,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,479.8,565.1,547.5,641.8,520.0
90,2019,F,1,1,1,2,2,1.0,2505105.0,Cuité,PB,397.8,359.1,451.0,509.0,460.0
91,2019,F,1,5,1,2,2,1.0,2512903.0,Rio Tinto,PB,400.5,515.5,476.9,371.8,480.0
92,2019,M,1,3,1,2,2,1.0,2507309.0,Jacaraú,PB,477.7,483.5,490.7,538.7,600.0
93,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,418.9,492.5,531.9,549.9,600.0
94,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,425.7,402.3,464.8,539.6,440.0
95,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,459.8,576.3,525.7,643.0,540.0
96,2019,F,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,405.1,484.6,474.4,470.3,680.0
97,2019,M,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,434.1,406.6,342.4,430.7,480.0
98,2019,M,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,470.9,487.4,516.8,530.4,500.0
99,2019,F,1,2,1,2,2,1.0,2504009.0,Campina Grande,PB,425.5,446.1,505.3,377.9,620.0
100,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,443.3,501.9,526.3,570.7,780.0
101,2019,M,1,3,1,2,2,1.0,2506400.0,Gurinhém,PB,537.4,550.6,525.0,642.0,580.0
102,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,432.2,579.8,541.3,655.7,640.0
103,2019,F,1,1,1,2,2,1.0,2505279.0,Curral de Cima,PB,453.2,434.4,482.7,577.8,320.0
104,2019,F,1,3,1,2,2,1.0,2507705.0,Juazeirinho,PB,430.5,493.1,529.2,429.0,820.0
105,2019,F,1,0,1,2,2,1.0,2500775.0,Aparecida,PB,352.8,398.7,376.7,418.6,580.0
106,2019,F,1,3,1,2,2,1.0,2509008.0,Manaíra,PB,424.9,532.2,496.7,420.4,560.0
107,2019,M,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,522.0,632.5,579.5,721.1,680.0
108,2019,M,1,1,1,2,2,1.0,2511400.0,Picuí,PB,475.5,371.7,482.0,496.5,520.0
109,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,434.5,449.3,491.8,427.1,600.0
110,2019,M,1,3,1,2,2,1.0,2511400.0,Picuí,PB,406.5,520.4,497.9,410.0,520.0
111,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,414.3,424.7,505.2,396.8,560.0
112,2019,F,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,435.8,457.0,489.7,487.2,700.0
113,2019,F,1,4,1,2,2,1.0,2504306.0,Catolé do Rocha,PB,408.6,461.6,467.8,450.3,640.0
114,2019,M,1,1,1,2,2,1.0,2513703.0,Santa Rita,PB,449.0,521.6,567.3,551.7,580.0
115,2019,M,1,1,1,2,2,1.0,2510501.0,Olivedos,PB,566.1,557.9,543.5,555.5,680.0
116,2019,F,1,4,1,2,2,1.0,2501005.0,Araruna,PB,441.1,511.9,531.7,422.6,440.0
117,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,526.7,610.6,608.8,624.9,720.0
118,2019,M,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,504.2,613.9,574.1,556.5,720.0
119,2019,F,1,3,1,2,2,1.0,2502052.0,Bernardino Batista,PB,346.6,493.1,437.9,475.6,580.0
120,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,402.0,496.1,476.8,379.7,540.0
121,2019,M,1,3,1,2,2,1.0,2505105.0,Cuité,PB,411.9,536.3,571.5,639.0,660.0
122,2019,M,1,3,1,2,2,1.0,2511400.0,Picuí,PB,603.3,570.4,573.4,572.7,820.0
123,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,409.1,432.6,492.1,503.8,480.0
124,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,448.0,530.1,481.2,521.0,580.0
125,2019,F,1,1,1,2,2,1.0,2505105.0,Cuité,PB,570.4,447.1,506.6,661.1,840.0
126,2019,M,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,549.6,570.6,573.3,607.7,520.0
127,2019,F,1,3,1,2,2,1.0,2511400.0,Picuí,PB,447.4,0.0,0.0,497.8,640.0
128,2019,F,1,3,1,2,2,1.0,2511400.0,Picuí,PB,545.0,578.4,526.0,380.0,760.0
129,2019,M,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,439.7,384.5,398.1,533.9,0.0
130,2019,M,1,3,1,2,2,1.0,2500205.0,Aguiar,PB,407.0,347.8,388.5,463.4,640.0
131,2019,F,1,1,1,2,2,1.0,2503704.0,Cajazeiras,PB,457.8,525.6,518.8,572.3,640.0
132,2019,F,1,3,1,2,2,1.0,2511400.0,Picuí,PB,495.2,591.4,594.8,605.8,720.0
133,2019,F,1,4,1,2,2,1.0,2510808.0,Patos,PB,566.1,533.2,525.5,677.1,600.0
134,2019,M,1,3,1,2,2,1.0,2510808.0,Patos,PB,479.8,464.8,542.7,511.6,600.0
135,2019,M,1,3,1,2,2,1.0,2516508.0,Taperoá,PB,498.7,571.4,583.7,631.9,600.0
136,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,398.0,468.8,508.2,510.3,680.0
137,2019,M,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,437.8,415.4,499.5,440.7,600.0
138,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,534.8,555.8,536.0,521.0,600.0
139,2019,M,0,2,1,2,2,1.0,2513703.0,Santa Rita,PB,448.8,413.1,397.9,420.8,300.0
140,2019,F,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,423.8,560.7,568.3,385.8,540.0
141,2019,M,1,3,1,2,2,1.0,2507002.0,Itaporanga,PB,518.1,558.1,566.8,656.1,720.0
142,2019,F,1,3,1,2,2,1.0,2516201.0,Sousa,PB,381.1,372.2,464.3,422.1,560.0
143,2019,M,1,1,1,2,2,1.0,2513406.0,Santa Luzia,PB,435.5,356.9,395.4,437.5,520.0
144,2019,F,1,1,1,2,2,1.0,2515302.0,Sapé,PB,562.1,619.5,581.5,677.4,840.0
145,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,440.3,592.8,579.6,600.1,500.0
146,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,527.7,481.7,536.1,616.9,600.0
147,2019,M,1,3,1,2,2,1.0,2515401.0,São Vicente do Seridó,PB,468.4,478.9,502.5,462.8,460.0
148,2019,F,1,1,1,2,2,1.0,2513703.0,Santa Rita,PB,378.7,488.7,477.2,452.4,620.0
149,2019,F,1,2,1,2,2,1.0,2505105.0,Cuité,PB,416.7,587.2,574.0,626.8,720.0
150,2019,F,1,3,1,2,2,1.0,2506301.0,Guarabira,PB,367.9,434.6,501.2,465.0,640.0
151,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,402.5,524.1,571.6,390.3,620.0
152,2019,F,1,0,1,2,2,1.0,2513802.0,Santa Teresinha,PB,515.3,653.0,571.7,643.8,660.0
153,2019,M,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,571.6,472.7,541.0,638.0,760.0
154,2019,M,1,0,1,2,2,1.0,2507507.0,João Pessoa,PB,549.8,587.6,562.7,483.0,600.0
155,2019,F,1,3,1,2,2,1.0,2509701.0,Monteiro,PB,399.0,490.4,418.0,460.0,740.0
156,2019,F,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,529.6,577.2,540.8,414.4,800.0
157,2019,F,1,1,1,2,2,1.0,2505105.0,Cuité,PB,451.8,558.7,530.0,535.0,680.0
158,2019,M,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,591.0,582.0,574.7,669.8,580.0
159,2019,F,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,370.1,516.5,535.6,531.1,600.0
160,2019,M,1,4,1,2,2,1.0,2508604.0,Lucena,PB,406.5,387.6,401.9,365.8,580.0
161,2019,M,1,2,1,2,2,1.0,2511400.0,Picuí,PB,475.7,392.4,444.2,456.9,620.0
162,2019,M,1,3,1,2,2,1.0,2510808.0,Patos,PB,491.1,573.3,545.9,554.2,720.0
163,2019,F,0,3,1,2,2,1.0,2505105.0,Cuité,PB,428.3,440.5,520.2,482.7,620.0
164,2019,M,1,4,1,2,2,1.0,2507507.0,João Pessoa,PB,535.0,561.2,566.6,517.8,760.0
165,2019,M,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,467.5,526.7,537.2,639.5,580.0
166,2019,F,1,3,1,2,2,1.0,2506301.0,Guarabira,PB,487.1,564.0,527.6,434.6,520.0
167,2019,M,1,3,1,2,2,1.0,2511301.0,Piancó,PB,392.9,529.4,511.5,498.6,0.0
168,2019,F,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,440.6,492.7,528.5,482.7,640.0
169,2019,M,1,3,1,2,2,1.0,2511400.0,Picuí,PB,593.5,628.0,622.7,637.4,800.0
170,2019,M,1,1,1,2,2,1.0,2511103.0,Pedra Lavrada,PB,452.5,446.3,520.7,517.3,500.0
171,2019,F,1,2,1,2,2,1.0,2500601.0,Alhandra,PB,472.1,530.4,547.1,584.1,880.0
172,2019,F,1,1,1,2,2,1.0,2510808.0,Patos,PB,468.9,425.5,497.7,396.7,760.0
173,2019,M,1,1,1,2,2,1.0,2513703.0,Santa Rita,PB,533.8,526.6,499.5,436.6,720.0
174,2019,M,1,3,1,2,2,1.0,2512101.0,Pombal,PB,539.2,463.8,509.4,544.1,660.0
175,2019,M,1,1,1,2,2,1.0,2510808.0,Patos,PB,582.9,598.0,576.8,600.4,680.0
176,2019,F,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,437.8,524.2,520.9,501.3,920.0
177,2019,F,1,1,1,2,2,1.0,2503209.0,Cabedelo,PB,405.5,461.6,531.9,575.2,440.0
178,2019,F,1,3,1,2,2,1.0,2511400.0,Picuí,PB,352.6,472.4,519.6,453.1,520.0
179,2019,F,1,3,1,2,2,1.0,2501807.0,Bayeux,PB,434.1,523.6,544.7,499.9,520.0
180,2019,F,1,3,1,2,2,1.0,2516409.0,Tacima,PB,525.1,527.9,594.7,534.7,620.0
181,2019,M,1,1,1,2,2,1.0,2512101.0,Pombal,PB,547.8,630.1,565.8,680.7,720.0
182,2019,F,0,3,1,2,2,1.0,2507507.0,João Pessoa,PB,534.6,572.3,593.0,603.4,620.0
183,2019,M,1,3,1,2,2,1.0,2506004.0,Esperança,PB,567.1,575.6,555.9,626.5,680.0
184,2019,M,1,3,1,2,2,1.0,2512101.0,Pombal,PB,352.7,424.9,407.3,414.8,280.0
185,2019,F,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,524.8,650.4,605.7,719.2,960.0
186,2019,M,1,3,1,2,2,1.0,2512903.0,Rio Tinto,PB,439.3,444.2,435.7,453.8,560.0
187,2019,F,1,2,1,2,2,1.0,2506806.0,Ingá,PB,426.1,438.1,512.1,476.2,480.0
188,2019,F,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,534.9,538.3,539.6,627.7,760.0
189,2019,F,1,2,1,2,2,1.0,2507507.0,João Pessoa,PB,423.6,527.6,541.0,481.7,760.0
190,2019,M,1,2,1,2,2,1.0,2500205.0,Aguiar,PB,434.7,452.1,550.9,439.0,720.0
191,2019,F,1,3,1,2,2,1.0,2505105.0,Cuité,PB,485.2,442.8,505.6,397.3,680.0
192,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,357.6,355.2,530.7,517.0,580.0
193,2019,M,1,1,1,2,2,1.0,2504603.0,Conde,PB,430.4,559.2,566.6,694.1,760.0
194,2019,F,1,3,1,2,2,1.0,2515302.0,Sapé,PB,430.3,460.6,478.8,362.6,280.0
195,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,354.8,557.0,587.3,565.7,880.0
196,2019,M,1,1,1,2,2,1.0,2509701.0,Monteiro,PB,479.8,420.4,510.2,453.5,440.0
197,2019,M,1,2,1,2,2,1.0,2515401.0,São Vicente do Seridó,PB,501.0,359.0,391.9,487.3,580.0
198,2019,M,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,369.2,551.4,510.2,394.4,0.0
199,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,345.2,400.9,495.9,377.5,700.0
200,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,520.0,580.4,541.6,625.7,920.0
201,2019,F,1,3,1,2,2,1.0,2504900.0,Cruz do Espírito Santo,PB,369.4,413.7,363.6,410.5,0.0
202,2019,M,1,1,1,2,2,1.0,2512507.0,Queimadas,PB,568.7,632.0,601.2,591.6,880.0
203,2019,F,1,3,1,2,2,1.0,2510808.0,Patos,PB,531.0,546.5,565.7,638.0,680.0
204,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,456.6,537.0,533.7,408.4,780.0
205,2019,F,1,3,1,2,2,1.0,2516201.0,Sousa,PB,387.5,440.6,432.4,443.1,420.0
206,2019,M,1,1,1,2,2,1.0,2501203.0,Areial,PB,562.6,553.3,510.2,647.9,940.0
207,2019,F,1,3,1,2,2,1.0,2512309.0,Princesa Isabel,PB,549.9,611.3,576.3,412.3,540.0
208,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,403.7,543.6,557.4,525.3,600.0
209,2019,F,1,1,1,2,2,1.0,2512408.0,Puxinanã,PB,523.3,613.8,597.2,774.3,800.0
210,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,430.0,537.8,531.7,586.0,760.0
211,2019,M,1,3,1,2,2,1.0,2504207.0,Catingueira,PB,511.8,575.9,553.4,646.6,600.0
212,2019,M,1,2,1,2,2,1.0,2504009.0,Campina Grande,PB,482.7,542.9,528.7,683.5,700.0
213,2019,F,1,2,1,2,2,1.0,2513703.0,Santa Rita,PB,386.6,458.9,476.6,438.0,440.0
214,2019,F,1,3,1,2,2,1.0,2504009.0,Campina Grande,PB,342.4,494.1,485.0,391.0,400.0
215,2019,F,2,3,1,2,2,1.0,2505352.0,Damião,PB,480.9,466.8,468.2,418.0,580.0
216,2019,F,1,3,1,2,2,1.0,2504900.0,Cruz do Espírito Santo,PB,467.0,424.9,439.1,410.7,740.0
217,2019,F,1,1,1,2,2,1.0,2516003.0,Solânea,PB,429.8,526.2,489.9,381.0,560.0
218,2019,M,1,4,1,2,2,1.0,2515302.0,Sapé,PB,399.8,442.6,395.2,402.3,580.0
219,2019,F,1,5,1,2,2,1.0,2515302.0,Sapé,PB,404.3,487.3,450.8,482.4,740.0
220,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,610.4,623.4,632.7,749.5,840.0
221,2019,F,1,4,1,2,2,1.0,2507507.0,João Pessoa,PB,379.0,527.6,544.4,509.1,640.0
222,2019,F,1,1,1,2,2,1.0,2501534.0,Baraúna,PB,460.3,595.6,561.5,679.5,880.0
223,2019,M,1,1,1,2,2,1.0,2509800.0,Mulungu,PB,474.6,570.2,558.6,547.9,540.0
224,2019,M,1,3,1,2,2,1.0,2515401.0,São Vicente do Seridó,PB,469.7,523.1,436.2,456.1,540.0
225,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,437.2,622.4,575.6,598.2,720.0
226,2019,F,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,528.7,492.4,528.1,498.3,640.0
227,2019,F,1,3,1,2,2,1.0,2509107.0,Mari,PB,389.7,405.7,449.5,563.9,600.0
228,2019,F,1,3,1,2,2,1.0,2503704.0,Cajazeiras,PB,456.0,452.5,426.1,532.0,600.0
229,2019,M,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,402.2,357.2,410.8,398.7,440.0
230,2019,F,1,1,1,2,2,1.0,2516003.0,Solânea,PB,583.4,621.5,632.2,674.3,920.0
231,2019,M,1,3,1,2,2,1.0,2507507.0,João Pessoa,PB,548.9,600.6,577.6,723.0,820.0
232,2019,F,1,4,1,2,2,1.0,2504009.0,Campina Grande,PB,451.5,462.8,458.2,483.4,620.0
233,2019,F,1,3,1,2,2,1.0,2508554.0,Logradouro,PB,405.1,428.2,478.9,531.8,620.0
234,2019,F,1,3,1,2,2,1.0,2501534.0,Baraúna,PB,407.1,433.3,441.6,403.4,320.0
235,2019,M,1,3,1,2,2,1.0,2506400.0,Gurinhém,PB,543.0,487.5,505.8,461.4,320.0
236,2019,M,1,3,1,2,2,1.0,2513703.0,Santa Rita,PB,442.1,479.2,417.9,442.7,640.0
237,2019,M,1,3,1,2,2,1.0,2508554.0,Logradouro,PB,544.3,600.1,550.6,449.0,900.0
238,2019,M,1,1,1,2,2,1.0,2509701.0,Monteiro,PB,484.3,589.1,547.9,454.0,700.0
239,2019,F,1,3,1,2,2,1.0,2504900.0,Cruz do Espírito Santo,PB,433.1,507.8,516.8,453.4,580.0
240,2019,F,1,3,1,2,2,1.0,2504603.0,Conde,PB,488.1,511.2,514.2,429.1,620.0
241,2019,M,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,533.7,595.2,544.3,729.2,660.0
242,2019,F,1,1,1,2,2,1.0,2504009.0,Campina Grande,PB,453.0,526.7,507.1,457.7,880.0
243,2019,F,1,1,1,2,2,1.0,2507507.0,João Pessoa,PB,585.3,663.8,625.7,745.2,880.0
244,2019,F,1,1,1,2,2,1.0,2513703.0,Santa Rita,PB,442.1,548.7,530.0,477.3,760.0
